n_components,n_neighbors,min_cluster_size,min_dist,metric, calinski_harabasz_score_x,davies_bouldin_score_x,silhouette_score_x,n_clusters_x,noise_size_x, calinski_harabasz_score_embedding,davies_bouldin_score_embedding,silhouette_score_embedding,n_clusters_embedding,noise_size_embedding
2,75,15,1.0,euclidean,14.246951704116922,5.650574054641678,-0.00667387,4,435,104.16673435098005,1.9283849389630592,-0.034038056,4,435
2,79,15,1.0,euclidean,12.14697581186773,4.714332373404848,-0.019293357,5,480,73.45284424105189,2.014180235899272,-0.1381353,5,480
2,83,15,1.0,euclidean,14.88834491765532,4.675863043853035,-0.020330299,3,535,79.37303340308074,1.6486944262451848,-0.013439514,3,535
2,87,15,1.0,euclidean,12.66015805286589,5.941759815832446,-0.018704252,4,506,87.34822147021303,1.9470624854093912,-0.106094934,4,506
2,91,15,1.0,euclidean,17.30015294715098,5.396676802510964,0.01672416,4,363,124.66643598314722,5.168343071919458,-0.06315501,4,363
2,95,15,1.0,euclidean,14.278768267322876,5.294188095185914,-0.020481206,4,520,85.1697763109302,1.7965049403719866,-0.09112175,4,520
2,100,15,1.0,euclidean,11.719808630442472,5.316914888527229,-0.027688721,4,575,63.75683338846031,1.8004031992834508,-0.15664546,4,575
2,3,20,1.0,euclidean,15.622193914884942,4.6357780990792685,-0.010241729,3,527,93.81405366970452,1.7772522258216235,-0.028308356,3,527
2,7,20,1.0,euclidean,21.198661886994255,6.52062409855137,0.024414536,3,351,202.2652219358771,2.697087002172863,0.16574249,3,351
2,11,20,1.0,euclidean,13.92580453454123,5.943493414782797,-0.019964112,4,355,141.3565314476714,1.7234753575944692,0.043166317,4,355
2,15,20,1.0,euclidean,15.431777137995788,5.20555069396433,-0.015727326,4,520,96.16511723359255,1.998024906224042,-0.07241871,4,520
2,19,20,1.0,euclidean,19.71196911715537,3.9741752559397163,-0.013832069,3,592,103.80208514826201,2.58163326825402,-0.07914169,3,592
2,23,20,1.0,euclidean,16.272088237271063,5.1737401539949435,-0.016594388,4,511,96.3178925363577,2.0782265059090097,-0.08864937,4,511
2,27,20,1.0,euclidean,18.724396752562825,4.832420666373017,-0.005114923,3,549,137.11126833439084,2.534887371556266,-0.016185205,3,549
2,31,20,1.0,euclidean,19.776358880250527,6.5172699694353975,0.006006386,3,471,143.1902070451926,2.4931753464309145,0.04094105,3,471
2,35,20,1.0,euclidean,18.385202675633742,6.565454444336553,0.00891547,3,480,115.00728388120747,2.066351292766937,-0.012494945,3,480
2,39,20,1.0,euclidean,19.03301592655239,6.037006865348782,0.00970935,3,494,110.58502845198822,2.0230028775920816,-0.02738107,3,494
2,43,20,1.0,euclidean,14.102508230434818,5.541400081860066,-0.0117756985,4,491,97.53232108741311,1.7490313481486526,-0.07137851,4,491
2,47,20,1.0,euclidean,12.481843703542149,5.095499366941585,-0.027160164,4,577,75.05598722521214,1.653441529455763,-0.15597731,4,577
2,51,20,1.0,euclidean,17.27717176935081,5.421339939798735,-0.016769078,4,463,119.49419868883984,1.884237185033654,-0.037453305,4,463
2,55,20,1.0,euclidean,16.270554241241545,5.805945159301285,-0.00048462336,3,556,81.33431954340247,1.8192590675151645,-0.096456364,3,556
2,59,20,1.0,euclidean,12.34528574033416,5.334644400971868,-0.023009261,4,546,96.65939352010957,2.0110599040738784,-0.11834989,4,546
2,63,20,1.0,euclidean,15.097019471315084,5.457143239191424,-0.02071126,4,492,103.52780067659158,1.7754443248418272,-0.05994,4,492
2,67,20,1.0,euclidean,20.97431785985337,6.43671250801419,0.020037873,3,409,134.1085401657048,2.2550698616538605,0.06753256,3,409
2,71,20,1.0,euclidean,18.44067917295959,6.135828725355471,0.011275667,3,475,150.19930451456815,2.2387847587021263,0.015925216,3,475
2,75,20,1.0,euclidean,12.41528766467243,5.414817079639247,-0.015092947,4,481,89.77177510331599,1.715307846413856,-0.083433785,4,481
2,79,20,1.0,euclidean,14.518382066151153,5.269465670391694,-0.01776905,4,492,99.08674365574373,1.7572008961646766,-0.066330045,4,492
2,83,20,1.0,euclidean,17.58918792745125,6.343277983834821,0.008186036,3,507,109.71750737772196,2.4538787655132563,-0.03196716,3,507
2,87,20,1.0,euclidean,17.047453141720883,6.759527402562021,0.006926122,3,477,107.31050460564674,2.03272698232947,-0.014835167,3,477
2,91,20,1.0,euclidean,21.70286833515769,6.583096330982809,0.027575271,3,364,162.404694742733,2.365614184436365,0.09761621,3,364
2,95,20,1.0,euclidean,14.939231495928338,5.5403341440032925,-0.013430748,4,475,100.73585656686909,1.9007596852279924,-0.055109918,4,475
2,100,20,1.0,euclidean,13.76085220255039,5.400795864024195,-0.020933649,4,479,84.45455674313334,1.823714607141643,-0.07658955,4,479
